"","TARGET_FLAG","TARGET_AMT","AGE","BLUEBOOK","CAR_AGE","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"7296","0",0,46,19780,1,"Van","Private","1","No High School",164877,"0",30111,"Blue Collar","0","No","3",8863,"No","yes","No","M",1,28,"Urban",10.4305
"7297","0",0,45,3500,1,"SUV","Private","0","No High School",160500,"2",20045,"Blue Collar","2","Yes","0",0,"No","no","No","F",10,5,"Urban",12.58
"7298","1",6763,27,15840,4.9,"Sports Car","Private","2","No High School",0,"1",10405,"Blue Collar","0","No","1",32477,"Yes","no","Yes","F",6,39,"Urban",9
"7299","0",0,45,16030,12,"Minivan","Private","0","PhD",286248,"2",100335,"Lawyer","0","Yes","0",0,"No","yes","No","M",10,36,"Urban",13.2953571428571
"7300","1",7099,38,11630,11,"SUV","Commercial","0","High School",157793,"3",77830,"Blue Collar","0","Yes","2",0,"No","no","No","F",7,58,"Urban",17
"7301","0",0,46,22900,13,"Panel Truck","Commercial","1","Bachelors",265759,"0",102253,"Manager","0","No","6",4842,"No","no","No","M",6,27,"Urban",2
"7302","0",0,35,5000,15,"Sports Car","Private","0","Masters",166154,"2",43196,"Lawyer","0","Yes","0",0,"No","no","No","F",3,22,"Urban",13.09
"7303","1",6062,57,15440,11,"SUV","Private","1","Bachelors",175607,"0",51343,"Professional","0","Yes","4",1125,"No","no","No","F",10,22,"Urban",13
"7304","0",0,41,11360,12,"Pickup","Commercial","2","Masters",145653.07,"0",187284,"Manager","0","No","4",4538,"No","no","No","M",6,32,"Urban",2
"7305","0",0,52,14230,13,"Minivan","Private","0","Bachelors",0,"0",78322,"Manager","0","No","1",0,"No","no","No","F",18,20,"Urban",11
"7306","0",0,52,21900,1,"Minivan","Private","0","Masters",406183,"0",152004,"Lawyer","0","Yes","3",0,"No","no","No","F",10,29,"Rural",10.792
"7307","1",3138.3980912,34,19980,5,"SUV","Private","0","No High School",158708,"1",45843,"Blue Collar","0","Yes","0",0,"No","no","Yes","F",21,12,"Urban",11
"7308","0",0,68,8300,1,"Sports Car","Private","0","No High School",129914,"0",0,"Home Maker","0","No","1",0,"No","no","No","F",1,41,"Rural",0
"7309","0",0,42,5700,15,"SUV","Private","2","Bachelors",281386,"0",107562,"Manager","0","Yes","4",971,"No","no","No","F",7,36,"Urban",11.3607142857143
"7310","1",5094,28,4950,6,"SUV","Private","1","High School",0,"3",0,"Student","0","Yes","4",8438,"No","no","No","F",1,45,"Urban",0
"7311","1",1525,47,18680,17,"SUV","Private","0","Masters",229973,"0",76901,"Lawyer","0","No","0",0,"No","no","No","F",6,34,"Urban",7
"7312","0",0,44,1500,6,"Minivan","Private","0","Bachelors",0,"1",0,"Student","0","Yes","1",0,"No","no","No","M",4,12,"Rural",0
"7313","0",0,48,6300,10,"Sports Car","Private","0","High School",0,"0",68521,"Clerical","0","No","1",0,"No","no","Yes","F",16,18,"Rural",7
"7314","1",4743,58,27830,10,"Van","Commercial","1","Bachelors",277784,"0",72840,"Professional","0","Yes","7",3589,"No","no","No","F",6,20,"Urban",13
"7315","0",0,48,6920,1,"SUV","Private","0","High School",105542,"0",0,"Home Maker","0","Yes","2",0,"No","no","No","F",1,24,"Urban",0
"7316","1",2362.8930328,43,21090,6,"Van","Private","1","Bachelors",260271,"1",90610,"Professional","1","Yes","6",1942,"No","no","No","M",6,38,"Urban",10
"7317","0",0,53,6800,10,"SUV","Private","0","Masters",139250,"0",8712,"Home Maker","0","Yes","0",0,"No","no","No","F",3,39,"Rural",9
"7318","0",0,47,29650,15,"Panel Truck","Commercial","1","Masters",392131,"0",143289.244666667,"Manager","0","No","2",4256,"No","yes","No","M",1,30,"Urban",10
"7319","1",4398,41,24980,9,"Pickup","Commercial","2","Bachelors",0,"2",52942,"Blue Collar","1","No","2",10023,"Yes","no","No","F",1,25,"Urban",6
"7320","0",0,48,9910,11,"Pickup","Commercial","4","PhD",326091,"0",114544,"Manager","0","Yes","0",6555,"No","no","No","M",7,19,"Urban",14
"7321","0",0,30,12350,7,"Sports Car","Private","3","No High School",176252,"1",51110,"Blue Collar","0","No","2",7884,"Yes","no","No","F",4,30,"Urban",12
"7322","0",0,49,21060,10,"Minivan","Private","0","Masters",373860,"0",146639,"Lawyer","0","Yes","0",0,"No","no","No","F",6,34,"Urban",12
"7323","1",4023,36,18270,4.82166666666667,"Minivan","Private","3","High School",0,"0",158,"Student","0","Yes","0",8187,"No","yes","No","M",1,33,"Urban",7.345
"7324","1",6882,38,4800,1,"Pickup","Commercial","0","High School",98166,"2",23636,"Clerical","0","No","0",0,"Yes","yes","No","M",14,6,"Urban",11
"7325","0",0,40,11700,12,"Pickup","Commercial","3","Bachelors",233053,"2",62024,"Professional","0","Yes","4",7507,"No","yes","No","M",6,35,"Urban",16
"7326","0",0,53,26500,20,"Pickup","Private","0","PhD",498667,"0",197036,"Lawyer","0","No","0",0,"No","no","No","F",11,42,"Urban",11
"7327","0",0,48,14740,10,"Minivan","Commercial","2","Bachelors",250322.268833333,"0",84426,"Blue Collar","0","Yes","4",2878,"No","no","No","M",4,40,"Urban",11.22
"7328","0",0,53,21200,11,"SUV","Commercial","0","Bachelors",0,"0",0,"Student","0","No","1",0,"No","no","No","F",3,35,"Urban",0
"7329","1",3350,51,19980,8,"Van","Commercial","0","High School",0,"0",72037,"Manager","0","No","0",0,"No","yes","No","M",4,13,"Urban",6
"7330","0",0,51,6600,1,"SUV","Private","0","Bachelors",90777,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",9,61,"Rural",0
"7331","0",0,46,17520,9,"Van","Commercial","3","High School",370944,"0",153199,"Blue Collar","0","Yes","4",4636,"No","no","No","M",9,17,"Urban",13
"7332","0",0,54,25690,16,"Pickup","Private","0","PhD",0,"0",120141,"Doctor","0","No","0",0,"No","no","No","F",4,13,"Urban",9
"7333","1",2902,44,10070,1,"Pickup","Commercial","1","High School",46271.69,"2",2141,"Student","1","Yes","1",40958,"No","no","Yes","M",1,53,"Urban",10
"7334","0",0,53,17830,9,"SUV","Private","3","Masters",276176,"0",91516,"Professional","0","Yes","3",6700,"No","no","No","F",1,17,"Urban",12
"7335","0",0,43,14310,1,"Minivan","Private","0","Bachelors",0,"0",78488.1922222222,"Professional","0","No","3",0,"No","yes","No","M",10,56,"Rural",12
"7336","0",0,35,10220,1,"Pickup","Private","0","High School",0,"0",52216,"Blue Collar","0","No","0",0,"No","yes","Yes","M",1,29,"Rural",12
"7337","1",3398,59,12540,1,"SUV","Commercial","0","High School",189235,"0",51425,"Blue Collar","0","Yes","3",0,"No","no","No","F",1,19,"Urban",9
"7338","0",0,51,29070,15,"SUV","Private","0","Masters",282192,"0",102135,"Lawyer","0","No","0",0,"No","no","No","F",1,16,"Urban",6
"7339","0",0,28,4300,6,"Minivan","Private","3","High School",0,"2",875.169999999947,"Student","0","Yes","3",8800,"No","no","No","M",1,22,"Urban",0
"7340","1",2637,47,7620,1,"Minivan","Private","2","No High School",183327,"0",50323,"Blue Collar","0","Yes","1",5513,"No","no","No","M",1,5,"Urban",13
"7341","1",6764,42,17520,8,"SUV","Private","0","Masters",0,"0",41901,"Home Maker","0","No","0",0,"No","no","No","F",6,35,"Urban",14
"7342","1",13606.813955,36,5000,1,"Sports Car","Private","0","High School",0,"0",28591,"Clerical","0","No","0",0,"No","no","Yes","F",13,29,"Urban",8
"7343","1",1633.7258081,39,7660,1,"SUV","Commercial","2","High School",0,"0",39512,"Blue Collar","0","No","1",2054,"No","no","No","F",10,29,"Urban",10
"7344","0",0,39,10880,12,"Pickup","Commercial","0","Bachelors",156830,"0",53918,"Blue Collar","0","Yes","0",0,"No","yes","No","M",4,42,"Urban",10
"7345","0",0,46,27630,10,"Pickup","Private","3","Masters",226928,"0",67381,"Lawyer","0","Yes","4",6149,"No","no","No","F",4,34,"Urban",12
"7346","0",0,35,14070,18,"Minivan","Private","1","PhD",0,"2",110312,"Doctor","0","No","4",778,"Yes","no","No","F",6,43,"Urban",12
"7347","1",13787.409776,43,15250,6,"SUV","Private","3","High School",0,"2",23035,"Clerical","1","No","2",2213,"Yes","no","No","F",12,62,"Urban",9
"7348","1",3304,48,10300,6,"Pickup","Commercial","0","No High School",163795.97,"0",34313,"Blue Collar","0","Yes","8",0,"No","yes","No","M",1,50,"Urban",13
"7349","0",0,38,21900,9,"Van","Commercial","0","Masters",455410,"0",172670,"Manager","0","Yes","0",0,"No","no","No","M",11,41,"Urban",6
"7350","0",0,46,6140,9,"SUV","Private","0","Bachelors",59722,"0",0,"Home Maker","0","Yes","1",0,"No","no","No","F",1,54,"Rural",0
"7351","0",0,56,13530,13,"Minivan","Private","2","Masters",405729,"3",127361,"Lawyer","2","Yes","0",7068,"No","no","No","M",1,12,"Urban",16
"7352","1",6005,63,14590,19,"SUV","Private","3","PhD",89932,"0",0,"Home Maker","0","Yes","4",7540,"No","no","No","F",10,36,"Urban",0
"7353","1",5077,33,10250,11,"Pickup","Commercial","5","High School",180381,"1",54480,"Blue Collar","0","No","5",31332,"Yes","yes","Yes","M",6,48,"Urban",12
"7354","0",0,53,13760,8,"Sports Car","Commercial","0","High School",216333,"0",58354,"Blue Collar","0","Yes","0",0,"No","no","No","F",5,23,"Rural",14
"7355","1",2582,48,27800,1,"Pickup","Commercial","0","High School",263905,"0",70682,"Blue Collar","0","Yes","0",0,"No","no","Yes","F",4,25,"Urban",13
"7356","0",0,44,34270,1,"Pickup","Commercial","0","High School",194463.71,"0",98369,"Manager","0","No","2",0,"No","no","No","F",10,15,"Urban",14
"7357","0",0,45,8100,8,"SUV","Private","0","Bachelors",0,"0",81547,"Professional","0","No","0",0,"No","no","No","F",15,21,"Urban",8
"7358","0",0,50,20210,19,"Van","Private","1","PhD",241690,"0",77950,"Manager","0","No","4",13118,"No","yes","No","M",3,5,"Urban",10
"7359","1",2440,51,26470,1,"Panel Truck","Commercial","0","Bachelors",388763,"0",147923,"Manager","0","Yes","0",0,"No","yes","Yes","M",1,5,"Urban",13
"7360","0",0,49,8170,7,"Sports Car","Commercial","0","Bachelors",261021,"0",86211,"Blue Collar","0","No","1",0,"No","no","No","F",6,71,"Urban",5
"7361","0",0,26,7230,12,"SUV","Private","0","High School",137930,"1",31270,"Clerical","0","Yes","0",0,"No","no","No","F",1,26,"Rural",9
"7362","0",0,35,12190,1,"Pickup","Private","2","High School",261075,"2",71903,"Professional","0","No","0",4688,"Yes","no","No","M",14,18,"Urban",12
"7363","0",0,49,6400,9,"Pickup","Commercial","0","High School",0,"0",0,"Student","0","No","0",0,"No","yes","Yes","M",1,38,"Rural",0
"7364","1",3884,41,16230,1,"Van","Commercial","1","High School",147588,"1",24660,"Professional","0","Yes","0",5330,"No","yes","No","M",1,25,"Urban",13
"7365","0",0,52,49880,12.25,"Van","Commercial","2","PhD",545475.028390093,"0",232280,"Manager","0","Yes","5",1482,"No","no","No","F",6,33,"Urban",17
"7366","0",0,51,19350,21,"Minivan","Private","0","Masters",240894.082666667,"0",201146,"Lawyer","0","No","0",0,"No","no","No","F",10,52,"Urban",11
"7367","1",1157,53,22340,11,"Van","Commercial","0","Bachelors",164037,"0",46396,"Blue Collar","0","Yes","0",0,"No","yes","No","M",10,29,"Urban",12
"7368","1",1824,48,9680,9,"Pickup","Commercial","0","No High School",106948,"0",17224,"Clerical","0","Yes","1",0,"No","yes","No","M",6,28,"Urban",12
"7369","0",0,42,30610,15.095505952381,"Panel Truck","Commercial","0","PhD",425375,"2",168800,"Manager","2","Yes","0",0,"No","yes","No","M",1,13,"Urban",11
"7370","0",0,57,8330,6,"SUV","Private","1","No High School",0,"0",11322,"Student","0","No","7",5732,"No","no","No","F",4,63,"Rural",13
"7371","1",4454.2372228,40,6690,7,"SUV","Private","0","Bachelors",0,"3",0,"Student","0","No","0",0,"Yes","no","No","F",3,38,"Urban",0
"7372","0",0,28,15870,6,"Minivan","Private","0","No High School",150093,"3",33900,"Clerical","0","Yes","0",0,"No","yes","No","M",1,40,"Rural",13.1215
"7373","0",0,41,17580,10,"Van","Private","3","Bachelors",177692,"0",68871.58,"Professional","0","No","5",3351,"No","yes","No","M",10,26,"Urban",14
"7374","0",0,42,19250,12,"Minivan","Private","1","Bachelors",249920,"3",75288,"Professional","3","Yes","6",13118,"No","no","No","F",6,8,"Urban",14
"7375","0",0,47,12060,17,"SUV","Private","3","Masters",217714,"0",58568,"Lawyer","0","Yes","4",873,"No","no","No","F",10,34,"Urban",14
"7376","0",0,66,11460,11,"SUV","Private","0","Masters",328868,"2",108654,"Manager","0","Yes","2",0,"No","yes","No","M",4,22,"Urban",15
"7377","0",0,36,5100,8.79333333333333,"Sports Car","Private","3","Bachelors",248456,"2",71487,"Manager","0","Yes","0",3519,"No","no","No","F",4,24,"Urban",16
"7378","0",0,45,26310,1,"Pickup","Private","0","High School",160911.015,"1",34985.6825,"Clerical","0","Yes","2",0,"No","no","No","F",7,51,"Rural",15
"7379","0",0,48,17630,11,"SUV","Private","1","Bachelors",137446,"0",0,"Home Maker","0","No","7",35519,"No","no","Yes","F",1,51,"Urban",0
"7380","1",4226,39,5400,8,"Sports Car","Commercial","3","High School",0,"0",0,"Student","0","Yes","6",27973,"No","no","Yes","F",5,55,"Urban",0
"7381","0",0,46,10220,7,"Minivan","Private","0","Bachelors",248799,"0",73085,"Manager","0","Yes","0",0,"No","yes","No","M",6,36,"Urban",11
"7382","0",0,58,27360,1,"Pickup","Commercial","1","High School",156981,"0",38435,"Clerical","0","Yes","3",2357,"No","no","No","F",1,21,"Urban",11.86
"7383","0",0,48,34800,12.8466666666667,"Panel Truck","Commercial","0","Masters",393765,"0",132869,"Professional","0","Yes","0",0,"No","no","No","M",10,38,"Rural",13
"7384","0",0,63,7800,11,"SUV","Commercial","0","Bachelors",192734,"0",39508,"Blue Collar","0","Yes","0",0,"No","no","No","M",3,28,"Urban",13
"7385","0",0,41,10550,12,"Pickup","Private","2","Bachelors",0,"0",49470,"Professional","0","No","2",2987,"No","no","No","M",1,21,"Urban",13
"7386","0",0,48,14130,17,"Minivan","Private","2","Masters",223445,"0",78323,"Lawyer","0","No","6",7517,"No","no","No","M",1,46,"Urban",11
"7387","1",343.84782837,61,19560,18,"Sports Car","Private","4","Masters",354907,"2",113754,"Lawyer","0","No","6",44029,"Yes","no","Yes","F",1,44,"Urban",16
"7388","1",2979,37,22860,13,"Minivan","Private","2","Bachelors",0,"3",87169.36,"Professional","1","No","6",1361,"Yes","yes","No","M",3,22,"Urban",14
"7389","1",5548,50,38500,1,"Panel Truck","Commercial","0","High School",246609,"0",76091,"Blue Collar","0","Yes","1",0,"No","yes","No","M",1,53,"Urban",9
"7390","0",0,54,10490,1,"SUV","Private","0","No High School",169273,"0",35465.4856666667,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,22,"Urban",15
"7391","0",0,42,15320,10,"Minivan","Commercial","0","Bachelors",0,"0",64735,"Blue Collar","0","No","0",0,"No","yes","No","M",1,23,"Urban",7
"7392","0",0,37,26230,14,"Minivan","Commercial","2","Bachelors",314427,"0",104539,"Blue Collar","0","Yes","2",5046,"No","yes","No","M",6,27,"Urban",10
"7393","1",52489.751433,58,18100,10,"SUV","Private","2","Bachelors",261777,"2",108047,"Professional","1","Yes","3",4646,"No","no","No","F",1,29,"Urban",16
"7394","1",4600,62,22180,15,"Sports Car","Private","0","PhD",370308,"0",144823,"Doctor","0","Yes","0",0,"No","no","No","F",4,17,"Urban",14
"7395","0",0,40,9390,4,"Pickup","Private","0","No High School",98559,"0",18539,"Clerical","0","Yes","0",0,"No","yes","No","M",6,45,"Urban",5
"7396","0",0,45,20480,1,"Van","Private","0","High School",200672,"0",58369,"Professional","0","Yes","0",0,"No","no","No","M",10,49,"Urban",14
"7397","1",5084,47,6200,1,"Minivan","Private","3","No High School",94893.96,"0",28750,"Blue Collar","0","No","2",11068,"No","no","No","F",7,5,"Urban",14
"7398","0",0,40,12780,8.67,"Minivan","Commercial","1","Bachelors",0,"2",39793,"Blue Collar","0","No","6",803,"Yes","yes","No","M",4,29,"Urban",13
"7399","0",0,42,24100,9,"Minivan","Private","2","High School",215405,"2",60304,"Professional","0","Yes","1",48726,"No","no","Yes","F",3,23,"Urban",11
"7400","1",5219,60,7500,10,"Pickup","Commercial","1","PhD",0,"0",114245.645,"Manager","0","No","5",6795,"No","no","No","M",1,25,"Urban",13
"7401","0",0,32,11810,8,"Pickup","Commercial","0","Bachelors",0,"1",68270.3966666667,"Blue Collar","0","No","0",0,"Yes","yes","Yes","M",10,59,"Rural",12
"7402","0",0,44,6640,6,"Pickup","Private","0","High School",175392,"0",49604,"Blue Collar","0","Yes","1",0,"No","no","No","M",19,22,"Urban",5
"7403","1",2358,57,16720,1,"SUV","Private","0","High School",51038,"3",0,"Student","0","Yes","0",0,"No","no","No","F",1,32,"Urban",0.939999999999989
"7404","1",3921,49,6400,7,"Pickup","Commercial","2","Bachelors",194953,"0",55015,"Blue Collar","0","Yes","5",3034,"No","yes","No","M",4,23,"Urban",12
"7405","0",0,64,13450,10,"SUV","Private","0","Masters",234582,"3",50166,"Manager","0","Yes","0",0,"No","yes","No","M",1,42,"Urban",13
"7406","0",0,26,5080,1,"SUV","Private","0","High School",0,"2",9828,"Home Maker","0","No","0",0,"Yes","no","No","F",3,46,"Rural",12
"7407","0",0,35,15840,1,"Minivan","Private","2","High School",0,"2",0,"Student","0","No","6",4665,"Yes","no","No","M",14,13,"Urban",0
"7408","0",0,50,9820,3,"Minivan","Private","0","No High School",181556,"0",33231,"Blue Collar","0","No","0",0,"No","yes","No","M",4,43,"Rural",15
"7409","0",0,54,12630,13.2823611111111,"Minivan","Private","0","Masters",245459,"0",64306,"Lawyer","0","Yes","2",0,"No","no","No","M",6,38,"Urban",9
"7410","0",0,56,18990,12,"Pickup","Commercial","2","PhD",0,"0",113370,"Manager","0","No","0",1841,"No","no","No","F",10,49,"Urban",13
"7411","1",2776,51,11940,20,"Pickup","Commercial","0","Masters",0,"0",163219,"Manager","0","No","1",0,"No","no","No","M",3,26,"Urban",9
"7412","1",5317,60,11240,1,"Sports Car","Private","0","High School",175587,"0",17461,"Clerical","0","No","0",0,"No","no","No","F",10,30,"Rural",5
"7413","0",0,46,22160,24,"Pickup","Commercial","1","PhD",406906,"0",160642,"Professional","0","Yes","6",30575,"No","no","No","F",1,25,"Urban",12
"7414","0",0,27,9980,1,"Minivan","Private","1","High School",150000,"1",26096,"Clerical","0","No","0",5425,"Yes","no","No","M",1,17,"Urban",9
"7415","0",0,40,30690,5,"Panel Truck","Commercial","0","High School",163367,"3",42466,"Blue Collar","3","Yes","0",0,"No","yes","No","M",13,35,"Urban",17
"7416","0",0,49,15720,14,"SUV","Private","0","Masters",285990,"0",93202,"Manager","0","Yes","0",0,"No","no","No","F",1,30,"Urban",11
"7417","1",2107,47,7170,3.85,"Sports Car","Commercial","1","High School",213116,"0",56731,"Blue Collar","0","Yes","0",8547,"No","no","No","F",1,26,"Urban",11
"7418","0",0,52,24830,14,"Panel Truck","Commercial","4","Bachelors",216655,"0",81008,"Manager","0","Yes","4",11193,"No","no","No","M",4,22,"Urban",11
"7419","0",0,42,10890,1,"Sports Car","Private","0","High School",0,"3",880,"Student","0","Yes","0",0,"No","no","No","F",6,43,"Rural",14
"7420","0",0,31,22790,16,"Minivan","Private","0","Masters",211552.048478261,"1",64365,"Manager","0","Yes","4",0,"No","yes","No","M",1,23,"Urban",11
"7421","1",3332,41,18110,11,"Minivan","Private","0","Bachelors",191042,"2",77432,"Professional","1","No","0",0,"Yes","no","No","F",1,43,"Urban",14
"7422","0",0,38,15070,3,"Minivan","Private","0","Bachelors",217457,"0",74705,"Professional","0","No","1",0,"No","no","No","F",1,14,"Urban",7
"7423","0",0,43,27460,11,"Panel Truck","Commercial","1","Masters",147621,"3",31713,"Professional","2","Yes","3",3594,"No","yes","No","M",1,39,"Urban",14
"7424","1",2024,47,6200,5.49,"Sports Car","Private","1","High School",113253,"0",0,"Home Maker","0","Yes","6",4962,"No","no","No","F",1,5,"Urban",0
"7425","0",0,54,27640,9,"Pickup","Commercial","0","Masters",167638,"0",56480,"Manager","0","Yes","0",0,"No","no","No","F",4,61,"Urban",15
"7426","1",3277.9714242,41,10600,1,"SUV","Private","1","No High School",219814,"1",50008,"Clerical","1","Yes","0",9995,"No","no","No","F",1,37,"Urban",11.745
"7427","0",0,54,11940,15,"SUV","Private","0","Masters",371652,"1",131383,"Lawyer","0","Yes","0",0,"No","no","No","F",1,25,"Urban",13
"7428","0",0,43,10800,8.49,"SUV","Private","0","Bachelors",220762,"2",49982,"Professional","0","No","0",0,"Yes","no","No","F",6,17,"Rural",10
"7429","0",0,46,14660,8.20945098039216,"Minivan","Private","0","Bachelors",254647,"0",85610,"Professional","0","No","0",0,"No","yes","No","M",10,5,"Urban",10.4724444444444
"7430","0",0,51,19620,18,"SUV","Private","0","Masters",261529,"0",83293,"Lawyer","0","Yes","3",0,"No","no","No","F",6,62,"Urban",11
"7431","1",6623,27,20150,1,"Sports Car","Private","0","High School",0,"3",35263,"Clerical","0","No","0",0,"Yes","no","No","F",6,10,"Urban",8
"7432","1",16802.651202,51,11510,1,"Pickup","Commercial","1","High School",179926,"1",48882,"Manager","1","Yes","3",42970,"No","yes","Yes","M",6,35,"Urban",17
"7433","1",3850,46,1500,1,"SUV","Private","0","High School",0,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",17,35,"Urban",0
"7434","1",5268,46,7440,8,"SUV","Commercial","2","High School",210027,"0",56237,"Blue Collar","1","Yes","2",16165,"No","no","Yes","M",1,42,"Urban",13
"7435","0",0,45,29370,5,"Minivan","Private","0","No High School",0,"0",15249,"Student","0","Yes","0",0,"No","yes","No","M",1,24,"Rural",13
"7436","0",0,64,4890,1,"Sports Car","Private","0","No High School",128325,"1",4143,"Clerical","0","Yes","1",0,"No","no","No","F",1,46,"Rural",19
"7437","0",0,42,26860,11,"SUV","Private","2","Masters",235004,"2",84505,"Lawyer","1","Yes","9",8161,"No","no","No","F",10,20,"Urban",15
"7438","0",0,50,23680,15,"Panel Truck","Commercial","2","Masters",238299,"0",74659,"Professional","0","Yes","4",36136,"No","no","No","M",6,29,"Urban",7
"7439","0",0,32,20900,12,"SUV","Private","0","Bachelors",328265,"3",97645,"Professional","0","No","0",0,"Yes","no","No","F",1,87,"Rural",15
"7440","0",0,44,15290,4,"SUV","Private","1","Bachelors",165941,"2",62721,"Professional","0","Yes","4",24878,"No","no","No","F",1,42,"Urban",14
"7441","0",0,37,15180,8,"Minivan","Private","1","Masters",0,"2",74546,"Lawyer","1","No","0",7078,"Yes","yes","No","M",3,12,"Urban",15
"7442","1",4637,46,29370,15,"Panel Truck","Commercial","2","Masters",323383,"0",113004,"Manager","0","Yes","3",4174,"No","yes","No","M",3,15,"Urban",12
"7443","0",0,50,32120,12,"Minivan","Private","0","Bachelors",210026,"0",43379,"Manager","0","No","0",0,"No","yes","No","M",14,16,"Urban",8
"7444","0",0,54,24610,15,"SUV","Private","2","PhD",462340,"0",185714,"Doctor","0","Yes","3",6316,"No","no","No","F",6,56,"Urban",14
"7445","0",0,35,20140,1,"Minivan","Private","4","High School",0,"0",59387,"Professional","0","No","1",27454,"No","yes","Yes","M",7,24,"Urban",8
"7446","0",0,44,14460,1,"SUV","Private","0","High School",0,"2",0,"Student","0","Yes","0",0,"No","no","No","F",10,38,"Rural",0
"7447","0",0,60,23600,14,"Minivan","Private","0","High School",130678,"0",13684,"Clerical","0","Yes","1",0,"No","no","No","M",1,5,"Urban",13
"7448","1",6909,46,18610,8.707,"Van","Commercial","0","Bachelors",0,"0",0,"Student","0","No","2",0,"No","no","No","M",6,97,"Rural",0
"7449","1",5854,52,16530,11,"Van","Commercial","1","Masters",145692,"0",51240.17,"Manager","0","Yes","5",5828,"No","yes","No","M",1,28,"Urban",13
"7450","1",838,26,17800,5,"Sports Car","Private","1","Bachelors",174530,"1",49485,"Clerical","0","Yes","6",5269,"No","no","No","F",8,23,"Urban",5
"7451","1",3305,57,19260,6,"Van","Commercial","0","High School",0,"0",40264,"Blue Collar","0","No","3",0,"No","no","Yes","M",6,57,"Urban",13
"7452","1",3621,30,16110,1,"Minivan","Private","1","No High School",0,"0",34581,"Blue Collar","0","No","1",3062,"No","no","No","F",1,51,"Urban",9
"7453","1",7558,49,7620,12,"Pickup","Private","3","Masters",0,"0",47513,"Lawyer","0","No","3",9921,"No","yes","No","M",6,16,"Urban",9.69
"7454","0",0,42,9250,1,"Sports Car","Private","2","High School",89248,"0",17631,"Home Maker","0","No","0",6923,"No","no","No","F",4,35,"Rural",9
"7455","0",0,48,9950,1,"Minivan","Private","0","High School",158622,"0",33430.7379166667,"Clerical","0","Yes","0",0,"No","no","No","M",18,40,"Rural",6
"7456","0",0,61,10390,11,"Sports Car","Commercial","0","Masters",294708,"3",92775,"Professional","0","Yes","2",0,"No","no","No","F",4,50,"Urban",11
"7457","0",0,44,19860,8,"Van","Private","1","Bachelors",223975,"1",65914,"Manager","0","No","3",3474,"Yes","yes","No","M",6,45,"Urban",10
"7458","0",0,46,24780,9,"Panel Truck","Commercial","2","High School",0,"0",0,"Student","0","Yes","0",6781,"No","yes","No","M",10,39,"Rural",0.139999999999986
"7459","1",3386,38,21530,5.075,"Van","Private","1","High School",0,"1",64160,"Blue Collar","1","No","4",1913,"Yes","no","No","M",6,43,"Urban",7
"7460","0",0,38,25080,14,"Panel Truck","Commercial","1","Bachelors",201696,"2",50978,"Manager","0","No","7",36473,"Yes","yes","Yes","M",3,5,"Urban",11
"7461","0",0,40,9640,9,"SUV","Private","0","High School",139574,"3",31067,"Clerical","3","Yes","0",0,"No","no","No","F",1,78,"Urban",14
"7462","0",0,45,6400,12,"Minivan","Private","0","Masters",0,"0",52822,"Lawyer","0","No","0",0,"No","yes","No","M",4,14,"Urban",12
"7463","0",0,42,5700,9,"Sports Car","Commercial","0","Bachelors",211174,"2",61040.1583333333,"Blue Collar","0","Yes","0",0,"No","no","No","F",11,45,"Rural",13
"7464","0",0,46,18980,8,"SUV","Private","0","No High School",182126,"0",49917,"Blue Collar","0","Yes","1",0,"No","no","No","F",14,36,"Urban",12
"7465","0",0,33,19050,9,"Van","Commercial","0","Bachelors",221920,"1",51179,"Clerical","0","Yes","0",0,"No","no","No","M",4,5,"Rural",12
"7466","0",0,36,15020,4,"Minivan","Private","0","High School",0,"0",6848,"Student","0","Yes","0",0,"No","no","No","F",1,46,"Rural",8
"7467","0",0,51,17320,11,"Pickup","Commercial","0","PhD",258855,"0",107209,"Manager","0","Yes","2",0,"No","no","No","F",1,58,"Urban",13
"7468","0",0,38,7120,2.965,"Sports Car","Private","0","No High School",86339,"3",16596,"Clerical","0","Yes","0",0,"No","no","No","F",13,47,"Rural",16
"7469","0",0,63,14960,8,"Minivan","Private","2","Bachelors",162253,"0",50134,"Professional","0","Yes","4",33390,"No","no","Yes","M",1,45,"Urban",12
"7470","1",2818,54,22610,9,"SUV","Private","0","Bachelors",0,"0",39480,"Clerical","0","No","4",0,"No","no","No","F",1,41,"Urban",13
"7471","0",0,48,25060,8,"Minivan","Private","0","No High School",0,"0",7535,"Student","0","Yes","1",0,"No","yes","No","M",6,41,"Rural",12
"7472","0",0,29,10080,11,"Sports Car","Private","2","High School",0,"3",53643,"Clerical","0","No","7",5910,"Yes","no","No","F",7,54,"Rural",10
"7473","1",2451,39,2720,1,"Minivan","Private","0","No High School",107069,"0",12179,"Clerical","0","No","5",0,"No","yes","No","M",10,51,"Urban",12
