"","AGE","BLUEBOOK","NEW_CAR","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"1609",31,25460,0,"Pickup","Commercial","0","PhD",0,"1",77624,"Manager","0","No","1",0,"Yes","no","No","F",13,15,"Urban",12
"1610",45,11110,0,"Pickup","Commercial","1","Bachelors",204071,"2",51113,"Clerical","0","No","0",16558,"Yes","yes","Yes","M",1,68,"Urban",12
"1611",34,15890,1,"SUV","Private","1","High School",0,"2",0,"Student","0","Yes","0",4631,"No","no","No","F",1,39,"Urban",0
"1612",42,16620,0.13,"Van","Private","0","Bachelors",0,"0",61530,"Manager","0","No","2",0,"No","no","No","M",6,27,"Urban",11
"1613",52,20250,0,"Van","Commercial","3","Bachelors",388666,"0",135523,"Manager","0","Yes","4",31672,"No","no","No","M",10,18,"Urban",16
"1614",34,25190,0,"Pickup","Commercial","0","High School",0,"3",27008,"Blue Collar","0","Yes","5",0,"No","no","No","F",1,17,"Urban",8
"1615",53,22800,1,"Panel Truck","Commercial","0","High School",247605,"0",67816,"Blue Collar","0","Yes","2",0,"No","yes","No","M",1,30,"Urban",6
"1616",37,9780,1,"Pickup","Private","3","High School",0,"0",21484,"Clerical","0","No","2",40648,"No","no","Yes","M",10,35,"Urban",10
"1617",45,1500,1,"SUV","Private","0","High School",71936,"3",0,"Home Maker","2","Yes","2",0,"No","no","No","F",1,36,"Rural",0
"1618",41,10480,0,"Pickup","Commercial","1","High School",249596,"0",48835,"Blue Collar","0","No","3",2702,"No","yes","No","M",6,35,"Urban",10
"1619",66,19810,0,"Sports Car","Private","0","PhD",263650,"0",70618,"Home Maker","0","Yes","0",0,"No","no","No","F",6,89,"Urban",13
"1620",52,12890,1,"SUV","Private","3","High School",0,"0",43393,"Clerical","0","Yes","1",10782,"No","no","No","F",1,23,"Urban",13
"1621",40,6550,0,"Pickup","Commercial","2","High School",0,"0",0,"Student","0","Yes","4",1176,"No","no","No","M",11,45,"Urban",0
"1622",51,8620,1,"SUV","Private","0","High School",93915,"0",0,"Home Maker","0","Yes","4",0,"No","no","No","F",10,38,"Rural",2.14
"1623",19,15080,0,"SUV","Commercial","0","High School",0,"3",5228,"Student","0","No","4",0,"Yes","no","No","F",14,28,"Urban",11
"1624",36,12980,0.11,"SUV","Private","1","PhD",0,"0",78760,"Doctor","0","No","1",32996,"No","no","No","F",6,51,"Urban",9
"1625",28,7750,0,"Minivan","Private","1","No High School",103896,"1",24814,"Clerical","0","Yes","1",5556,"No","yes","No","M",4,26,"Urban",10.7
"1626",46,24330,0,"Panel Truck","Commercial","1","Masters",0,"0",112465,"Manager","0","No","0",1401,"No","yes","No","M",1,36,"Urban",6
"1627",53,6800,1,"Sports Car","Private","0","High School",66839,"0",0,"Home Maker","0","Yes","1",0,"No","no","No","F",1,6,"Urban",0
"1628",44,12780,1,"Sports Car","Commercial","0","High School",197831,"0",68820,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,16,"Rural",7
"1629",42,29080,0,"Pickup","Private","3","Masters",270346,"0",85921,"Lawyer","0","Yes","2",1551,"No","no","No","F",7,41,"Urban",12
"1630",35,4510,1,"Pickup","Private","2","High School",0,"2",30111,"Clerical","0","No","9",7654,"Yes","yes","No","M",6,48,"Urban",12
"1631",40,10530,1,"Pickup","Commercial","0","High School",180265,"2",50272,"Blue Collar","1","Yes","5",0,"No","no","No","M",6,32,"Rural",7
"1632",47,9010,0,"Sports Car","Private","1","High School",0,"0",28107,"Clerical","0","No","3",8598,"No","no","No","F",1,58,"Urban",12
"1633",53,6800,0,"SUV","Private","0","High School",0,"0",41924,"Home Maker","0","No","0",0,"No","no","No","F",1,81,"Rural",10
"1634",52,6700,0,"Pickup","Commercial","2","Masters",208162,"0",66063,"Professional","0","No","3",7684,"No","yes","No","M",11,33,"Urban",7
"1635",39,8530,0,"Minivan","Private","0","Masters",148483,"0",31348,"Lawyer","0","Yes","0",0,"No","no","Yes","F",4,19,"Urban",13
"1636",50,2760,1,"Minivan","Private","3","High School",0,"0",12623,"Student","0","Yes","0",6748,"No","yes","No","M",4,30,"Urban",10
"1637",48,11330,1,"SUV","Private","3","Masters",0,"0",38879,"Lawyer","0","No","4",3396,"No","no","No","F",3,35,"Urban",13
"1638",45,10670,1,"SUV","Private","0","High School",168591,"2",46684,"Professional","1","Yes","2",0,"No","no","No","F",10,22,"Urban",14
"1639",56,14020,0,"SUV","Private","0","Bachelors",250572,"0",69152,"Professional","0","No","0",0,"No","no","Yes","F",7,7,"Urban",13
"1640",47,20890,0,"SUV","Private","0","Masters",0,"0",0,"Home Maker","0","No","1",0,"No","no","No","F",1,13,"Urban",0
"1641",53,20940,0.0812499999999999,"Van","Private","0","Masters",292386,"0",97495,"Manager","0","Yes","3",0,"No","yes","No","M",6,25,"Urban",7
"1642",48,6300,0.143333333333333,"SUV","Private","0","Bachelors",223804,"0",55050,"Professional","0","No","1",0,"No","no","No","F",1,31,"Urban",7
"1643",57,7390,0,"Pickup","Commercial","0","PhD",0,"0",117612,"Manager","0","Yes","2",0,"No","no","No","M",6,24,"Urban",13
"1644",45,21580,0,"Van","Commercial","0","High School",219589,"0",56351,"Blue Collar","0","Yes","0",0,"No","yes","No","M",9,5,"Urban",5
"1645",45,10380,1,"SUV","Private","0","No High School",119434,"0",15151,"Clerical","0","Yes","2",0,"No","no","No","F",4,40,"Urban",15
"1646",39,13350,0,"Minivan","Private","0","High School",189139,"3",42535,"Clerical","0","Yes","0",0,"No","yes","No","M",1,22,"Rural",16
"1647",61,37510,0,"SUV","Private","0","PhD",0,"3",108990,"Doctor","2","No","0",0,"Yes","yes","No","M",6,34,"Urban",14
"1648",43,13800,0,"Minivan","Private","3","Masters",250971,"1",80012,"Lawyer","0","Yes","5",4778,"No","no","No","M",4,27,"Urban",15
"1649",50,22460,0,"Pickup","Private","0","Masters",376152,"0",160103,"Lawyer","0","Yes","0",0,"No","no","No","F",13,29,"Urban",11.3402380952381
"1650",33,4800,0,"Sports Car","Commercial","0","High School",271416,"3",94866,"Blue Collar","0","Yes","3",0,"No","no","No","F",4,50,"Urban",9
"1651",39,10370,0,"Pickup","Commercial","0","Bachelors",231682,"0",86737,"Blue Collar","0","Yes","0",0,"No","yes","No","M",1,6,"Urban",13
"1652",47,16140,0,"Minivan","Private","0","No High School",299437,"0",99417,"Blue Collar","0","Yes","0",0,"No","no","No","M",1,30,"Rural",11.4804597069597
"1653",52,10810,1,"Sports Car","Private","1","PhD",348357,"0",136123,"Home Maker","0","Yes","5",1810,"No","no","No","M",1,5,"Urban",10
"1654",51,15740,0,"Minivan","Private","0","Masters",309772,"0",91428,"Manager","0","Yes","2",0,"No","yes","No","M",13,50,"Urban",14
"1655",30,10510,1,"Pickup","Private","1","No High School",0,"3",20944,"Blue Collar","0","No","5",40386,"Yes","yes","No","M",6,33,"Urban",15
"1656",61,24340,1,"Panel Truck","Commercial","0","High School",286204,"0",58566,"Blue Collar","0","Yes","2",0,"No","yes","No","M",1,48,"Urban",13
"1657",41,21810,0,"Minivan","Private","0","Bachelors",305880,"1",125574,"Professional","0","Yes","0",0,"No","yes","No","M",9,38,"Rural",9
"1658",60,14570,0,"Minivan","Private","0","Masters",260977,"1",70695,"Lawyer","0","Yes","0",0,"No","yes","No","M",1,22,"Urban",15
"1659",50,10010,0,"SUV","Private","0","Bachelors",149248,"0",43445,"Home Maker","0","Yes","1",0,"No","no","No","F",7,56,"Urban",7
"1660",50,14990,1,"Minivan","Private","0","No High School",92745,"0",16917,"Clerical","0","Yes","0",0,"No","no","No","F",10,23,"Urban",10
"1661",38,7060,1,"Sports Car","Private","2","High School",0,"0",0,"Clerical","0","No","0",7898,"No","no","No","F",1,12,"Urban",10
"1662",35,19760,1,"Van","Commercial","1","No High School",0,"0",62971,"Manager","0","No","10",7908,"No","yes","No","M",1,36,"Urban",13
"1663",38,4310,0,"Minivan","Private","3","Bachelors",112596,"3",28065,"Clerical","1","No","0",30254,"Yes","no","Yes","M",10,33,"Urban",13
"1664",40,13420,1,"Minivan","Private","4","High School",0,"2",0,"Blue Collar","2","No","3",7865,"Yes","no","No","M",6,27,"Urban",11
"1665",36,21660,0,"SUV","Private","1","Bachelors",0,"4",36844,"Clerical","2","No","7",20731,"Yes","no","Yes","F",1,38,"Urban",11
"1666",46,38600,0,"Panel Truck","Commercial","0","High School",298660,"0",114924,"Blue Collar","0","Yes","0",0,"No","yes","No","M",9,51,"Rural",11
"1667",52,9560,0,"Pickup","Commercial","1","Masters",218142,"0",0,"Manager","0","Yes","0",11409,"No","no","No","M",1,68,"Urban",13
"1668",44,13240,0,"SUV","Private","0","Bachelors",0,"0",69357,"Professional","0","No","1",0,"No","no","No","F",4,46,"Urban",12
"1669",37,10250,1,"SUV","Commercial","1","High School",169170,"0",26500,"Blue Collar","0","No","5",30081,"No","no","Yes","F",1,33,"Urban",8
"1670",52,8510,0,"SUV","Private","0","Masters",0,"0",70055,"Manager","0","No","0",0,"No","no","No","F",3,35,"Urban",13
"1671",50,10620,0,"SUV","Commercial","3","High School",0,"0",5263,"Student","0","No","2",3553,"No","no","No","F",11,29,"Urban",13
"1672",45,25780,0.15,"Panel Truck","Commercial","2","PhD",504107,"1",197836,"Manager","1","Yes","1",45436,"No","yes","Yes","M",3,15,"Urban",15
"1673",37,9030,0,"Pickup","Commercial","2","No High School",127470,"3",26425,"Blue Collar","0","Yes","6",1602,"No","yes","No","M",4,50,"Urban",14
"1674",54,29890,0,"Pickup","Commercial","0","Masters",0,"0",86120,"Manager","0","No","0",0,"No","no","No","F",10,26,"Urban",14
"1675",52,11090,0,"Pickup","Private","0","Bachelors",274044,"0",95892,"Manager","0","Yes","1",0,"No","no","No","F",7,21,"Urban",11
"1676",46,11900,1,"Pickup","Private","0","High School",107542,"0",24276,"Clerical","0","Yes","0",0,"No","no","No","M",1,28,"Urban",15
"1677",52,17080,0,"Minivan","Private","0","PhD",324828,"0",103831,"Doctor","0","No","0",0,"No","no","No","F",11,53,"Urban",11
"1678",59,26630,0,"Panel Truck","Commercial","2","Bachelors",275635,"0",80217,"Blue Collar","0","Yes","6",8938,"No","no","No","M",1,26,"Rural",12
"1679",48,17160,1,"Van","Commercial","2","High School",320455,"0",108601,"Blue Collar","0","Yes","4",31227,"No","yes","No","M",17,23,"Urban",12
"1680",57,18230,0.05,"Van","Commercial","1","Masters",0,"0",110330,"Manager","0","No","2",3253,"No","no","No","M",10,13,"Urban",13
"1681",48,14740,0,"Minivan","Private","0","Masters",388124,"0",139380,"Lawyer","0","Yes","1",0,"No","yes","No","M",3,53,"Urban",8
"1682",31,1500,0,"Sports Car","Private","2","High School",0,"3",6393,"Student","0","No","5",5540,"Yes","no","No","F",8,50,"Urban",15
"1683",29,6830,1,"SUV","Private","1","No High School",0,"0",24276,"Blue Collar","0","No","5",5808,"No","no","No","F",1,43,"Urban",11
"1684",48,15190,1,"Minivan","Private","3","High School",184181,"1",37074,"Professional","0","Yes","1",4848,"No","no","No","F",1,48,"Urban",13
"1685",45,23940,0,"SUV","Private","0","No High School",87100,"2",14640,"Blue Collar","2","Yes","2",0,"No","no","No","F",1,37,"Urban",9
"1686",40,9360,0,"SUV","Private","3","Bachelors",0,"0",78589,"Manager","0","No","0",800,"No","no","No","F",4,25,"Urban",10
"1687",51,26790,0,"Pickup","Private","0","Masters",0,"0",144742,"Manager","0","No","2",0,"No","no","No","F",13,14,"Urban",10
"1688",32,18260,0,"Van","Commercial","0","Bachelors",117746,"0",24506,"Clerical","0","Yes","0",0,"No","yes","No","M",3,66,"Urban",10.5585
"1689",47,13300,0,"Pickup","Private","0","Bachelors",83712,"0",0,"Home Maker","0","Yes","0",0,"No","no","No","F",11,48,"Rural",0
"1690",51,17040,0,"Minivan","Private","0","Masters",286694,"0",104355,"Manager","0","No","1",0,"No","no","No","F",3,38,"Urban",10
"1691",40,15880,0,"Sports Car","Private","0","Masters",267721,"0",70381,"Manager","0","Yes","0",0,"No","no","No","F",8,24,"Urban",9
"1692",46,28070,0.497159090909091,"Panel Truck","Commercial","0","High School",0,"0",0,"Student","0","Yes","2",0,"No","yes","No","M",1,40,"Rural",0
"1693",26,25940,0,"Minivan","Private","0","Bachelors",0,"1",0,"Home Maker","0","No","0",0,"Yes","no","No","F",6,65,"Rural",0
"1694",50,26400,0,"Panel Truck","Commercial","3","Masters",0,"1",96013,"Manager","0","No","0",2243,"Yes","no","No","M",3,52,"Urban",10.452
"1695",34,4900,0,"SUV","Private","2","Bachelors",74744,"3",0,"Home Maker","0","Yes","0",8272,"No","no","No","F",7,36,"Urban",0
"1696",48,1500,0,"Sports Car","Private","1","Bachelors",0,"0",0,"Home Maker","0","No","6",3521,"No","no","No","F",6,31,"Urban",0
"1697",52,8470,0.05,"SUV","Private","0","PhD",418418,"0",153688,"Manager","0","No","0",0,"No","no","Yes","F",6,23,"Urban",8
"1698",35,19200,0,"Minivan","Commercial","0","Bachelors",0,"0",73647,"Blue Collar","0","No","1",0,"No","no","Yes","F",4,57,"Urban",12
"1699",43,7700,0,"Sports Car","Private","1","Bachelors",0,"1",111656,"Professional","1","No","5",30378,"Yes","no","Yes","F",1,55,"Urban",9
"1700",59,40580,0,"Panel Truck","Commercial","0","Masters",374393,"2",137183,"Manager","0","Yes","1",0,"No","no","No","M",13,5,"Urban",18
"1701",62,8230,0,"Sports Car","Private","3","Masters",194391,"0",59807,"Lawyer","0","Yes","3",41794,"No","yes","Yes","M",1,25,"Urban",15
"1702",47,8240,0,"Pickup","Private","0","No High School",0,"0",6150,"Student","0","Yes","2",0,"No","yes","No","M",13,39,"Rural",14
"1703",62,1500,1,"Sports Car","Commercial","0","Bachelors",173539,"0",43775,"Blue Collar","0","Yes","0",0,"No","yes","No","M",1,32,"Rural",14
"1704",44,1500,0,"Sports Car","Private","1","Bachelors",100846,"4",0,"Home Maker","0","Yes","0",9637,"No","no","No","F",4,36,"Urban",0
"1705",58,22260,0,"Van","Commercial","0","PhD",298537,"0",109878,"Manager","0","Yes","1",0,"No","no","No","M",1,28,"Urban",15
"1706",50,24090,0,"Panel Truck","Commercial","0","Bachelors",236061,"0",93454,"Professional","0","Yes","1",0,"No","yes","No","M",6,13,"Urban",13
"1707",39,16070,0.553333333333333,"SUV","Private","2","No High School",0,"3",0,"Blue Collar","0","No","1",4338,"Yes","no","No","F",1,41,"Urban",14
"1708",47,11780,0,"Minivan","Private","0","Masters",0,"0",0,"Home Maker","0","No","4",0,"No","no","No","F",3,13,"Urban",0
"1709",24,11320,1,"Sports Car","Private","2","Bachelors",92374,"1",9761,"Professional","0","Yes","10",14584,"No","yes","Yes","F",10,66,"Urban",10
"1710",46,23550,0,"Pickup","Commercial","0","Masters",312180,"0",129798,"Manager","0","Yes","0",0,"No","no","No","F",1,19,"Urban",14
"1711",29,10420,0,"Pickup","Commercial","3","Bachelors",158830,"2",60157,"Blue Collar","0","Yes","2",3761,"No","yes","No","M",6,5,"Urban",14
"1712",56,22700,1,"SUV","Private","0","Bachelors",323568,"0",82624,"Professional","0","No","0",0,"No","no","No","F",9,25,"Rural",5
"1713",35,7250,0,"SUV","Private","1","No High School",150019,"0",22543,"Clerical","0","No","0",3002,"No","no","No","F",4,32,"Urban",9
"1714",47,14020,0,"Minivan","Commercial","1","High School",264483,"0",76638,"Manager","0","Yes","4",1620,"No","yes","No","M",4,41,"Urban",14
"1715",46,10200,1,"SUV","Commercial","1","High School",165542,"0",40992,"Blue Collar","0","Yes","7",30520,"No","no","No","F",13,5,"Urban",12
"1716",41,30660,0,"Minivan","Private","0","Bachelors",282717,"0",100258,"Professional","0","Yes","0",0,"No","yes","No","M",9,30,"Urban",12
"1717",52,37360,1,"Panel Truck","Commercial","0","High School",260164,"0",61299,"Blue Collar","0","Yes","0",0,"No","yes","No","M",19,10,"Urban",16
"1718",37,10690,0.632380952380952,"Pickup","Private","0","No High School",89548,"2",20050,"Blue Collar","2","Yes","2",0,"No","no","No","M",7,35,"Rural",9
"1719",50,18660,0,"SUV","Private","1","Masters",110784,"0",0,"Home Maker","0","No","0",1427,"No","no","No","F",1,17,"Urban",0
"1720",56,9050,0,"Pickup","Private","0","Masters",0,"0",99606,"Manager","0","No","0",0,"No","no","No","M",6,14,"Urban",10
"1721",43,8260,0,"Pickup","Private","0","High School",0,"2",0,"Student","0","Yes","0",0,"No","no","No","M",3,42,"Urban",0
"1722",51,8970,1,"Pickup","Commercial","0","Bachelors",205130,"1",66296,"Professional","0","Yes","0",0,"No","yes","No","M",1,58,"Urban",11
"1723",50,11430,1,"Pickup","Commercial","4","Bachelors",212649,"0",49256,"Manager","0","Yes","2",5556,"No","no","No","M",4,34,"Urban",14
"1724",45,18710,0,"Van","Commercial","0","Bachelors",191130,"0",49957,"Professional","0","No","1",0,"No","yes","No","M",4,22,"Urban",11
"1725",49,9460,0,"SUV","Private","4","PhD",174753,"0",30644,"Home Maker","0","Yes","5",8861,"No","no","No","F",4,32,"Urban",13
"1726",49,23170,0,"Minivan","Private","0","Masters",384029,"0",0,"Professional","0","Yes","0",0,"No","no","No","M",7,21,"Rural",11
"1727",39,5400,0,"Pickup","Private","0","PhD",387474,"0",0,"Lawyer","0","Yes","0",0,"No","yes","No","M",3,23,"Urban",11
"1728",32,19470,0,"Pickup","Commercial","0","Bachelors",0,"1",22243,"Home Maker","0","No","0",0,"Yes","no","No","F",13,5,"Urban",13
"1729",48,10000,1,"Pickup","Commercial","2","High School",0,"0",36954,"Blue Collar","0","No","3",3654,"No","yes","No","M",1,37,"Urban",8
"1730",48,6300,0,"SUV","Private","1","Bachelors",0,"0",14938,"Student","0","No","5",7998,"No","no","No","F",6,16,"Urban",5
"1731",39,5400,0,"Sports Car","Private","2","PhD",0,"0",133060,"Lawyer","0","No","1",2897,"No","no","No","F",7,44,"Urban",9
"1732",52,19660,0,"Minivan","Private","0","Bachelors",336369,"0",129561,"Professional","0","Yes","1",0,"No","yes","No","M",6,46,"Urban",8
"1733",44,14810,0,"SUV","Private","0","No High School",238931,"0",100046,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,38,"Rural",12
"1734",32,13200,0,"Minivan","Private","0","High School",87839,"3",22901,"Clerical","0","Yes","1",0,"No","no","Yes","M",6,49,"Urban",10
"1735",43,8820,0.11,"SUV","Private","0","Masters",87809,"0",30183,"Home Maker","0","Yes","0",0,"No","no","No","F",6,17,"Urban",11
"1736",58,13080,0,"Minivan","Private","0","Bachelors",201105,"2",51318,"Professional","0","Yes","0",0,"No","yes","No","M",4,16,"Urban",17
"1737",45,9790,1,"Pickup","Private","0","No High School",0,"3",7696,"Student","1","Yes","0",0,"No","yes","No","M",1,43,"Urban",18
"1738",54,23350,0,"SUV","Private","1","Masters",0,"0",114422,"Lawyer","0","Yes","0",4091,"No","no","No","F",1,33,"Urban",14
"1739",30,14380,0.087,"Minivan","Private","0","PhD",0,"4",58248,"Doctor","0","No","2",0,"Yes","no","No","M",1,25,"Urban",12
"1740",49,23210,0,"Panel Truck","Commercial","0","Masters",228889,"0",86847,"Professional","0","No","0",0,"No","yes","No","M",1,33,"Rural",7
"1741",37,7440,0,"Sports Car","Private","3","No High School",0,"1",22401,"Blue Collar","0","No","6",30099,"Yes","no","Yes","F",4,33,"Urban",11
"1742",47,6200,0,"SUV","Private","1","Masters",321152,"0",120030,"Professional","0","No","3",6949,"No","no","No","F",4,6,"Urban",12
"1743",57,11330,0,"SUV","Private","0","Bachelors",334600,"0",98323,"Manager","0","Yes","0",0,"No","no","No","F",7,21,"Urban",15
"1744",56,13130,0,"SUV","Commercial","0","Bachelors",213596,"2",60286,"Blue Collar","0","Yes","0",0,"No","no","No","F",6,43,"Rural",13
"1745",39,5400,1,"Sports Car","Private","0","No High School",105472,"2",0,"Home Maker","0","Yes","0",0,"No","no","No","F",1,10,"Urban",0
"1746",45,18610,0,"Van","Commercial","0","Bachelors",237263,"0",83111,"Manager","0","No","2",0,"No","no","No","M",7,31,"Urban",4
"1747",40,22180,1,"Sports Car","Commercial","0","High School",0,"0",0,"Student","0","No","0",0,"No","no","No","F",3,53,"Rural",0
"1748",33,10620,1,"Minivan","Commercial","0","No High School",169916,"2",35263,"Blue Collar","0","Yes","3",0,"No","no","No","F",13,41,"Urban",13
"1749",42,10470,0,"Pickup","Commercial","1","Bachelors",277497,"0",92395,"Blue Collar","0","Yes","4",27667,"No","no","Yes","M",1,20,"Urban",11.345
"1750",48,3920,1,"Minivan","Private","0","No High School",163682,"0",34606,"Blue Collar","0","Yes","1",0,"No","yes","No","M",1,59,"Urban",10
"1751",32,11630,1,"SUV","Private","0","High School",0,"2",27462,"Clerical","0","No","0",0,"Yes","no","Yes","F",6,30,"Rural",9
"1752",45,30050,1,"Van","Commercial","0","High School",0,"1",3006,"Home Maker","0","No","2",0,"Yes","no","Yes","F",6,39,"Rural",11
"1753",49,20010,0,"Van","Private","0","No High School",144545,"0",22978,"Clerical","0","Yes","0",0,"No","yes","No","M",1,5,"Urban",15
"1754",45,6350,0,"SUV","Private","2","High School",71734,"3",3532,"Home Maker","3","Yes","2",11564,"No","no","No","F",1,35,"Urban",14
"1755",34,18140,1,"SUV","Private","0","High School",66016,"3",20299,"Home Maker","0","Yes","3",0,"No","no","No","F",6,45,"Rural",13
"1756",39,42320,0,"Panel Truck","Commercial","0","Bachelors",286323,"0",94059,"Professional","0","Yes","0",0,"No","yes","No","M",1,33,"Urban",11.594880952381
"1757",45,30130,0,"Minivan","Private","0","Masters",77453,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",4,24,"Urban",0
"1758",45,14460,0,"SUV","Private","1","Bachelors",179165,"1",26156,"Professional","1","Yes","0",28959,"No","no","Yes","F",1,48,"Urban",14
"1759",56,21050,0,"Pickup","Private","0","High School",204146,"2",66868,"Blue Collar","0","Yes","0",0,"No","no","Yes","F",10,17,"Urban",16
"1760",55,14690,0,"Minivan","Private","1","Masters",205232,"0",42815,"Lawyer","0","Yes","0",8762,"No","yes","No","M",1,47,"Urban",16
"1761",41,16020,1,"Minivan","Commercial","0","Bachelors",0,"2",86860,"Blue Collar","1","No","4",0,"Yes","no","No","M",3,33,"Urban",14
"1762",56,15340,0,"SUV","Private","0","Masters",274135,"0",82370,"Manager","0","Yes","0",0,"No","no","No","F",6,15,"Urban",15
"1763",33,14390,0,"Minivan","Private","0","Masters",193201,"1",66803,"Lawyer","0","Yes","0",0,"No","yes","Yes","M",6,32,"Urban",12
"1764",33,13640,1,"Minivan","Private","0","High School",263173,"0",74138,"Blue Collar","0","No","0",0,"No","no","No","M",13,5,"Urban",9
"1765",49,12370,0,"Minivan","Commercial","2","Bachelors",239955,"0",59743,"Blue Collar","0","Yes","4",51188,"No","no","Yes","M",1,11,"Urban",13
"1766",35,5300,0,"Pickup","Private","2","Bachelors",0,"2",3028,"Student","0","No","4",32063,"Yes","no","Yes","M",1,40,"Urban",12
"1767",34,6670,1,"Sports Car","Private","0","No High School",137278,"5",17698,"Home Maker","0","Yes","0",0,"No","no","No","F",1,35,"Rural",9.94439285714286
"1768",53,17540,1,"SUV","Commercial","0","High School",318906,"0",107394,"Blue Collar","0","Yes","1",0,"No","no","No","F",1,20,"Urban",14
"1769",39,9560,0,"SUV","Private","0","Bachelors",297741,"2",111072,"Manager","0","Yes","4",0,"No","no","No","F",4,33,"Urban",11.95875
"1770",45,1500,0,"SUV","Private","0","Bachelors",306852,"2",109361,"Manager","2","Yes","0",0,"No","no","No","F",1,9,"Urban",13
"1771",52,29370,1,"Panel Truck","Commercial","0","High School",270614,"0",96707,"Blue Collar","0","Yes","0",0,"No","yes","No","M",13,32,"Rural",8
"1772",39,6620,1,"Sports Car","Private","2","High School",64192,"0",0,"Home Maker","0","No","1",3884,"No","no","No","F",5,52,"Rural",11
"1773",61,11040,0,"SUV","Private","2","Masters",168224,"2",34446,"Lawyer","0","Yes","0",1465,"No","yes","No","M",4,35,"Urban",18
"1774",53,22730,0,"Panel Truck","Commercial","2","Bachelors",0,"0",30699,"Clerical","0","No","5",19644,"No","no","Yes","M",4,42,"Urban",10
"1775",43,9400,0,"Pickup","Private","0","No High School",183055,"0",46671,"Blue Collar","0","No","3",0,"No","yes","No","M",13,63,"Urban",12
"1776",52,18910,0,"Minivan","Private","0","Masters",163879,"0",46188,"Manager","0","No","0",0,"No","no","No","F",6,26,"Urban",9
"1777",43,6530,1,"Sports Car","Private","2","High School",178766,"0",0,"Professional","0","Yes","3",8487,"No","no","No","F",1,51,"Urban",11
"1778",33,8090,1,"Sports Car","Private","1","High School",173288,"3",58195,"Professional","0","Yes","0",504,"No","no","No","F",1,37,"Urban",9
"1779",40,7240,1,"Pickup","Private","0","High School",201112,"1",40252,"Blue Collar","0","No","0",0,"Yes","yes","Yes","M",13,41,"Urban",11
"1780",54,12830,1,"Minivan","Private","1","No High School",0,"0",59291,"Blue Collar","0","No","6",6815,"No","no","No","M",1,5,"Urban",14
"1781",48,30500,0,"Panel Truck","Commercial","0","Masters",155212,"0",0,"Manager","0","Yes","2",0,"No","yes","No","M",1,18,"Urban",10
"1782",47,28380,0,"Panel Truck","Commercial","0","Masters",328359,"0",106484,"Manager","0","Yes","0",0,"No","no","No","M",4,49,"Urban",14
"1783",56,15960,1,"Minivan","Commercial","3","High School",198028,"0",69790,"Blue Collar","0","Yes","6",7825,"No","yes","No","M",17,44,"Urban",13
"1784",43,3800,0,"SUV","Private","2","Masters",319269,"2",98666,"Lawyer","0","Yes","0",35062,"No","no","Yes","F",6,37,"Urban",16
"1785",48,10060,1,"Pickup","Private","2","High School",183134,"0",54108,"Professional","0","Yes","0",3149,"No","yes","No","M",1,23,"Urban",13
"1786",45,6000,0,"SUV","Private","0","Bachelors",100508,"2",0,"Home Maker","2","Yes","4",0,"No","no","No","F",10,60,"Rural",0
"1787",57,25380,0,"Panel Truck","Commercial","3","PhD",467833,"0",177908,"Manager","0","Yes","0",35371,"No","yes","Yes","M",1,41,"Urban",14
"1788",53,17750,0,"Minivan","Private","0","Bachelors",0,"0",70195,"Professional","0","No","2",0,"No","no","No","M",1,34,"Rural",13
"1789",40,5500,0,"SUV","Commercial","0","High School",0,"0",0,"Student","0","No","5",0,"No","no","Yes","F",17,40,"Urban",0
"1790",39,20080,0,"Pickup","Commercial","0","High School",181281,"0",42141,"Blue Collar","0","No","2",0,"No","no","No","F",4,5,"Urban",9
"1791",36,7610,0.49,"Pickup","Private","1","No High School",119233,"1",25081,"Clerical","0","Yes","0",7054,"No","no","No","M",1,66,"Rural",12
"1792",42,5700,0,"Pickup","Private","0","Masters",83322,"0",17574,"Professional","0","Yes","0",0,"No","no","No","M",6,44,"Urban",4
"1793",28,10980,0,"SUV","Commercial","2","Bachelors",227215,"2",66783,"Blue Collar","0","Yes","3",8079,"No","no","No","F",10,5,"Urban",8
"1794",36,2850,1,"Sports Car","Private","1","High School",0,"2",13509,"Clerical","0","No","5",1468,"Yes","no","No","F",13,39,"Rural",11
"1795",33,16930,1,"Pickup","Commercial","0","No High School",0,"0",12067,"Clerical","0","Yes","0",0,"No","no","No","F",10,19,"Urban",5
"1796",48,8850,1,"SUV","Commercial","0","High School",216274,"0",73806,"Blue Collar","0","No","0",0,"No","no","No","F",3,16,"Urban",11
"1797",69,9350,1,"Sports Car","Private","0","High School",181254,"1",5622,"Home Maker","0","Yes","0",0,"No","no","No","F",13,26,"Rural",14
"1798",33,13430,0,"Minivan","Private","0","Masters",227138,"1",86321,"Lawyer","0","No","4",0,"Yes","yes","No","M",1,17,"Urban",10.6273571428571
