"","TARGET_FLAG","TARGET_AMT","AGE","BLUEBOOK","NEW_CAR","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"7637","0",0,38,26300,0,"Minivan","Private","0","Bachelors",192479,"0",22746,"Home Maker","0","Yes","0",0,"No","no","No","F",6,5,"Urban",10
"7638","1",3200,35,7070,0,"Pickup","Commercial","2","High School",0,"0",20717,"Blue Collar","0","No","0",5179,"No","yes","No","M",10,24,"Urban",7
"7639","0",0,60,24640,0,"SUV","Private","0","Masters",0,"2",0,"Lawyer","1","No","0",0,"Yes","no","No","F",3,35,"Urban",12
"7640","0",0,51,20160,0,"Minivan","Private","2","Bachelors",197113,"0",57343,"Clerical","0","Yes","1",4577,"No","no","No","F",6,30,"Urban",12
"7641","1",8653,41,33800,0,"Panel Truck","Commercial","0","High School",205283,"2",0,"Blue Collar","0","No","3",0,"Yes","yes","No","M",4,28,"Urban",14
"7642","0",0,55,24110,1,"Minivan","Private","3","High School",201137,"0",0,"Professional","0","Yes","5",4664,"No","no","No","F",7,55,"Urban",14
"7643","0",0,57,10650,0,"SUV","Commercial","0","Bachelors",0,"0",50295,"Blue Collar","0","No","0",0,"No","no","No","F",10,47,"Urban",11
"7644","1",6833,60,16690,0.0599999999999999,"Minivan","Private","0","Masters",235124,"0",65624,"Lawyer","0","Yes","0",0,"No","no","No","F",1,31,"Urban",12
"7645","0",0,56,37010,0.23,"Panel Truck","Commercial","2","Masters",173980,"2",23465,"Manager","0","Yes","3",11160,"No","yes","No","M",1,29,"Urban",16
"7646","1",4415,48,9070,0,"SUV","Private","0","High School",117400,"0",0,"Clerical","0","Yes","0",0,"No","no","No","F",6,35,"Urban",12
"7647","1",38750.157385,46,28260,0,"Panel Truck","Commercial","2","Masters",0,"0",119816,"Professional","0","No","5",3320,"No","no","No","M",10,48,"Urban",9
"7648","0",0,41,7410,1,"SUV","Private","0","No High School",95099,"3",18124,"Blue Collar","0","Yes","3",0,"No","no","No","F",11,30,"Rural",12
"7649","0",0,43,15350,0,"SUV","Private","1","Masters",268229,"2",90334,"Professional","0","No","2",3308,"Yes","no","No","F",13,49,"Urban",11
"7650","1",6022,41,22070,1,"Minivan","Private","0","No High School",60944,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",1,59,"Urban",0
"7651","1",3589,76,20750,0,"Minivan","Private","0","Bachelors",0,"0",46927,"Professional","0","No","5",0,"No","yes","No","M",4,78,"Rural",15
"7652","1",5728,35,19150,0,"Pickup","Commercial","1","High School",0,"2",54309,"Blue Collar","0","No","4",32871,"Yes","no","Yes","F",6,37,"Urban",13
"7653","0",0,38,11080,0.14,"Pickup","Private","0","Bachelors",160429,"4",57833,"Clerical","0","Yes","0",0,"No","yes","No","M",10,38,"Rural",17
"7654","0",0,46,13770,1,"SUV","Commercial","0","Bachelors",248160,"0",76666,"Blue Collar","0","Yes","2",0,"No","no","No","F",4,60,"Rural",7
"7655","1",4994,34,8020,0,"Pickup","Commercial","3","Masters",133725,"1",29707,"Manager","0","Yes","4",6109,"No","yes","No","M",1,24,"Urban",6
"7656","1",2658,58,11130,1,"Pickup","Commercial","4","High School",195213,"0",38259,"Clerical","0","Yes","3",5712,"No","no","No","M",1,58,"Urban",13
"7657","0",0,57,26030,0,"Minivan","Commercial","3","High School",188505,"1",0,"Blue Collar","0","Yes","0",30159,"No","no","No","F",6,44,"Urban",12.18
"7658","0",0,58,17160,0,"Minivan","Private","1","Bachelors",93576,"0",0,"Home Maker","0","Yes","3",3393,"No","no","No","F",13,48,"Urban",0
"7659","0",0,44,16610,0,"SUV","Commercial","1","High School",354910,"0",126608,"Blue Collar","0","Yes","3",9869,"No","no","No","F",4,84,"Urban",12
"7660","0",0,55,22980,0,"Sports Car","Private","0","PhD",444838,"0",159826,"Manager","0","Yes","0",0,"No","no","No","F",11,16,"Urban",5
"7661","0",0,44,20990,0.52,"Pickup","Commercial","0","High School",154749,"2",39077,"Clerical","1","Yes","1",0,"No","no","No","F",6,41,"Rural",10
"7662","0",0,66,1500,0,"Sports Car","Private","0","PhD",290836,"0",92929,"Manager","0","Yes","1",0,"No","no","No","F",7,36,"Urban",13
"7663","0",0,49,14360,0.11,"SUV","Commercial","0","Bachelors",239235,"0",79625,"Blue Collar","0","Yes","0",0,"No","no","No","F",9,25,"Urban",13
"7664","0",0,34,19670,0,"Sports Car","Private","0","Masters",373987,"2",147734,"Professional","0","Yes","0",0,"No","no","No","F",6,46,"Rural",11
"7665","0",0,52,12840,0,"SUV","Private","0","Bachelors",249577,"0",56919,"Professional","0","No","0",0,"No","no","No","F",9,5,"Urban",12
"7666","0",0,44,14480,0,"Minivan","Private","0","Masters",273634,"0",67457,"Lawyer","0","Yes","2",0,"No","yes","No","M",15,23,"Urban",13
"7667","1",2888,38,12330,0,"Minivan","Private","0","No High School",133854,"3",27027,"Clerical","2","Yes","2",0,"No","no","No","F",4,31,"Urban",7
"7668","0",0,50,6500,0,"SUV","Private","1","Masters",0,"0",108290,"Lawyer","0","No","7",4995,"No","no","No","F",7,23,"Urban",12
"7669","0",0,47,9210,0,"Pickup","Commercial","0","Masters",424118,"0",185370,"Manager","0","Yes","0",0,"No","no","No","M",6,54,"Urban",9
"7670","0",0,44,17640,0,"Minivan","Private","0","Masters",355500,"2",120355,"Lawyer","0","Yes","0",0,"No","no","No","F",4,41,"Urban",14
"7671","1",5266.8021031,45,10240,0,"SUV","Private","0","No High School",0,"2",27266,"Clerical","2","No","5",0,"Yes","no","Yes","F",1,23,"Urban",11.4405
"7672","0",0,48,6200,0,"Minivan","Private","0","PhD",0,"0",149244,"Lawyer","0","Yes","0",0,"No","yes","No","M",4,51,"Urban",13
"7673","0",0,57,18970,0,"Van","Private","3","Masters",265089,"0",76123,"Professional","0","Yes","2",39529,"No","yes","No","M",4,31,"Urban",14
"7674","0",0,47,17760,0,"Van","Private","3","Masters",237869,"0",0,"Lawyer","0","Yes","0",20767,"No","yes","No","M",10,48,"Urban",13
"7675","0",0,36,18500,0,"SUV","Private","0","High School",0,"0",65149,"Professional","0","No","0",0,"No","no","No","F",1,44,"Rural",10
"7676","0",0,49,23780,1,"Minivan","Private","2","High School",225756,"0",54108,"Clerical","0","Yes","0",3911,"No","no","No","M",7,35,"Urban",9
"7677","0",0,55,27120,0,"Minivan","Private","0","PhD",0,"0",155290,"Lawyer","0","Yes","3",0,"No","no","No","F",4,18,"Urban",12
"7678","0",0,39,19520,0,"Minivan","Private","0","Bachelors",258261,"1",91164,"Manager","0","Yes","1",0,"No","no","No","M",4,17,"Urban",13
"7679","0",0,52,12990,1,"Minivan","Private","0","No High School",118811,"0",24575,"Blue Collar","0","Yes","0",0,"No","yes","No","M",3,43,"Urban",16
"7680","0",0,41,13520,0,"Minivan","Private","2","Masters",219393,"3",79213,"Lawyer","0","Yes","2",1192,"No","no","No","M",5,32,"Urban",15
"7681","0",0,53,10340,1,"Pickup","Private","0","High School",211553,"0",69297,"Professional","0","Yes","0",0,"No","yes","No","M",1,41,"Rural",14
"7682","0",0,47,19460,0,"Sports Car","Commercial","0","High School",143209,"0",42196,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,50,"Rural",13
"7683","0",0,56,10280,0,"SUV","Private","2","Masters",0,"0",57750,"Home Maker","0","No","0",8044,"No","no","No","F",10,49,"Urban",14
"7684","1",2609.7785662,34,4900,1,"SUV","Commercial","0","High School",237329,"3",61220,"Blue Collar","0","Yes","3",0,"No","no","No","F",7,46,"Urban",16
"7685","0",0,46,14640,0,"Minivan","Private","3","Masters",224054,"0",85408,"Lawyer","0","Yes","2",3916,"No","no","No","M",6,24,"Urban",6
"7686","0",0,51,4540,0.0399999999999999,"Minivan","Private","3","PhD",0,"0",100505,"Doctor","0","No","4",9281,"No","no","No","M",4,21,"Urban",7
"7687","0",0,47,12250,0,"Minivan","Commercial","1","Bachelors",106991,"0",18896,"Blue Collar","0","No","2",40844,"No","yes","Yes","M",4,14,"Urban",9
"7688","0",0,40,20360,0.00999999999999987,"Minivan","Private","0","Masters",0,"0",64032,"Lawyer","0","No","0",0,"No","yes","No","M",10,43,"Urban",9
"7689","0",0,50,11530,0,"Pickup","Commercial","0","Bachelors",167905,"0",0,"Manager","0","Yes","1",0,"No","yes","No","M",1,36,"Urban",13
"7690","0",0,33,4800,1,"SUV","Commercial","3","High School",142220,"1",30885,"Blue Collar","0","No","0",6772,"Yes","no","No","F",1,33,"Rural",10
"7691","1",107586.13616,51,18110,0,"Van","Commercial","3","Bachelors",213346,"0",72354,"Professional","0","Yes","7",2060,"No","yes","No","M",1,44,"Urban",10.62
"7692","0",0,45,6000,0,"Sports Car","Commercial","2","Bachelors",267902,"0",92049,"Blue Collar","0","Yes","2",41771,"No","no","Yes","F",1,66,"Urban",12
"7693","1",4193,28,2340,0,"Minivan","Commercial","2","Bachelors",226146,"4",68394,"Blue Collar","0","Yes","8",6013,"No","no","No","M",6,30,"Urban",16
"7694","0",0,54,18710,1,"Sports Car","Private","0","No High School",0,"0",29393,"Blue Collar","0","Yes","0",0,"No","no","Yes","F",7,29,"Urban",11
"7695","1",7483.2266888,58,21170,0,"Van","Commercial","0","Bachelors",237422,"0",70745,"Blue Collar","0","No","3",0,"No","yes","No","M",7,15,"Urban",11
"7696","1",9741.9398802,43,7370,0,"Sports Car","Private","3","High School",0,"2",15726,"Home Maker","2","No","4",3588,"Yes","no","No","F",10,30,"Urban",6
"7697","0",0,42,12810,0,"Minivan","Private","0","Masters",0,"0",22486,"Home Maker","0","No","0",0,"No","yes","No","M",1,13,"Urban",11
"7698","0",0,53,22830,0,"Panel Truck","Commercial","4","Bachelors",164089,"1",46573,"Professional","0","Yes","0",11541,"No","yes","No","M",6,41,"Urban",8
"7699","1",8748,53,9040,1,"Sports Car","Private","0","No High School",177678,"0",22395,"Clerical","0","Yes","0",0,"No","no","No","F",6,47,"Urban",14
"7700","1",1995,40,5500,0,"SUV","Commercial","0","Bachelors",0,"2",0,"Student","0","No","2",0,"Yes","no","No","F",1,70,"Rural",0
"7701","0",0,41,24050,0.19,"Panel Truck","Commercial","0","Bachelors",0,"1",117352,"Blue Collar","1","No","0",0,"Yes","yes","No","M",1,74,"Rural",12
"7702","0",0,45,9400,0,"SUV","Private","0","No High School",98109,"2",14856,"Home Maker","2","Yes","2",0,"No","no","No","F",13,29,"Rural",8
"7703","0",0,46,31500,0,"Van","Commercial","0","Bachelors",0,"0",71667,"Professional","0","No","0",0,"No","no","No","F",10,53,"Urban",11
"7704","0",0,38,13150,0,"Minivan","Commercial","0","Bachelors",255154,"3",79678,"Blue Collar","0","Yes","1",0,"No","yes","No","M",8,68,"Rural",13
"7705","0",0,60,20570,0,"Minivan","Private","2","PhD",0,"0",148887,"Doctor","0","Yes","2",1012,"No","no","No","M",7,6,"Urban",15
"7706","0",0,43,21210,1,"Minivan","Private","1","No High School",188744,"3",48077,"Blue Collar","1","Yes","5",3931,"No","no","No","F",6,58,"Urban",15
"7707","0",0,53,6800,0,"SUV","Private","0","PhD",214013,"0",55580,"Doctor","0","Yes","0",0,"No","no","No","F",4,10,"Urban",6
"7708","1",4493,46,39130,0,"Panel Truck","Commercial","0","PhD",544783,"0",216464,"Manager","0","Yes","0",0,"No","no","No","M",4,44,"Urban",12
"7709","0",0,37,23500,0,"Panel Truck","Commercial","0","Masters",0,"0",183039,"Professional","0","No","1",0,"No","yes","No","M",4,45,"Rural",9
"7710","0",0,51,25860,0,"Sports Car","Private","0","Bachelors",249276,"0",85076,"Manager","0","Yes","1",0,"No","no","Yes","F",4,25,"Urban",12
"7711","0",0,52,9960,1,"Pickup","Private","3","No High School",132838,"0",32636,"Blue Collar","0","Yes","0",5243,"No","yes","No","M",6,32,"Urban",13
"7712","1",4164,48,17690,0,"Van","Commercial","0","Bachelors",308646,"0",0,"Blue Collar","0","No","2",0,"No","yes","No","M",4,47,"Urban",14
"7713","1",1356,55,22740,1,"Sports Car","Commercial","0","High School",284285,"0",70112,"Blue Collar","0","Yes","4",0,"No","no","No","F",6,21,"Urban",14
"7714","0",0,33,12480,1,"Minivan","Private","0","No High School",76221,"3",6503,"Clerical","0","Yes","2",0,"No","yes","No","M",6,25,"Rural",17
"7715","0",0,31,4600,0.46,"Pickup","Private","3","High School",199854,"2",40008,"Clerical","0","Yes","0",7780,"No","no","No","M",13,47,"Urban",13
"7716","1",1089,24,3900,1,"SUV","Private","0","High School",104742,"3",13003,"Clerical","0","Yes","7",0,"No","no","No","F",1,38,"Urban",15
"7717","0",0,33,6100,1,"Minivan","Private","1","High School",0,"4",0,"Student","0","Yes","6",6316,"No","yes","No","M",5,58,"Urban",2.03
"7718","1",3790,27,5730,0,"SUV","Private","3","No High School",138816,"0",42254,"Blue Collar","0","No","3",32025,"No","no","Yes","F",1,47,"Urban",12
"7719","0",0,53,38700,0,"Panel Truck","Commercial","0","Masters",476703,"0",186706,"Manager","0","Yes","0",0,"No","no","No","F",3,43,"Urban",13
"7720","1",4144,39,5400,0,"Sports Car","Private","3","No High School",0,"2",12876,"Clerical","0","No","7",7415,"Yes","no","No","F",4,23,"Urban",13
"7721","0",0,43,22240,0,"Van","Private","0","No High School",108219,"2",16398,"Clerical","0","Yes","0",0,"No","no","No","M",7,19,"Rural",15
"7722","0",0,52,15360,0,"Minivan","Commercial","0","High School",0,"0",86563,"Blue Collar","0","No","2",0,"No","no","No","M",6,53,"Rural",11
"7723","0",0,50,11120,0,"SUV","Private","2","Masters",0,"0",46191,"Manager","0","No","2",4292,"No","no","No","F",7,15,"Urban",11
"7724","0",0,51,22040,0,"Van","Private","4","PhD",0,"0",205354,"Doctor","0","No","0",1305,"No","no","No","M",3,32,"Urban",10
"7725","1",4303,45,30870,0,"Pickup","Commercial","1","Bachelors",232064,"2",64916,"Blue Collar","1","Yes","4",41476,"No","no","Yes","F",1,57,"Urban",15
"7726","1",2027,42,13060,0,"Minivan","Private","2","Masters",0,"0",73551,"Lawyer","0","No","4",23213,"No","no","Yes","F",1,33,"Urban",15
"7727","0",0,49,15400,0,"Minivan","Private","1","PhD",171754,"0",41483,"Lawyer","0","Yes","5",3516,"No","no","No","M",3,49,"Urban",13
"7728","0",0,45,10780,0,"SUV","Private","4","Masters",157820,"0",47763,"Lawyer","0","No","0",7176,"No","no","No","F",1,24,"Urban",13
"7729","0",0,52,9280,0,"SUV","Private","0","High School",154309,"0",25844,"Clerical","0","Yes","0",0,"No","no","No","F",3,43,"Rural",11
"7730","0",0,51,27930,0,"Panel Truck","Commercial","2","Bachelors",180795,"0",51650,"Manager","0","Yes","1",1872,"No","no","No","M",7,39,"Urban",8
"7731","0",0,57,3380,0,"Sports Car","Private","0","Masters",0,"1",18775,"Home Maker","0","Yes","0",0,"No","no","No","F",13,68,"Rural",14
"7732","0",0,45,12470,0,"SUV","Private","0","Masters",90146,"2",1405,"Lawyer","0","Yes","0",0,"No","no","No","F",1,30,"Urban",14
"7733","0",0,50,11050,0,"SUV","Private","0","Bachelors",63705,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",6,33,"Urban",0
"7734","0",0,41,5340,1,"Sports Car","Private","0","High School",85855,"0",130,"Home Maker","0","Yes","0",0,"No","no","No","F",7,42,"Urban",6
"7735","0",0,46,11470,0,"Minivan","Private","0","High School",225119,"0",61585,"Professional","0","Yes","0",0,"No","yes","No","M",10,27,"Rural",11
"7736","0",0,40,12190,1,"Pickup","Commercial","0","High School",133568,"0",32131,"Manager","0","Yes","0",0,"No","yes","No","M",4,24,"Urban",13
"7737","0",0,48,7640,1,"Sports Car","Private","0","Bachelors",225092,"0",56932,"Professional","0","Yes","0",0,"No","no","No","F",6,13,"Urban",16
"7738","0",0,46,20820,1,"Minivan","Commercial","3","High School",225853,"0",77946,"Blue Collar","0","Yes","0",14351,"No","yes","No","M",1,34,"Urban",6
"7739","0",0,57,15110,1,"Minivan","Private","0","No High School",0,"0",50021,"Blue Collar","0","No","0",0,"No","no","No","F",6,64,"Rural",13
"7740","0",0,46,14290,0,"Minivan","Private","0","Masters",277792,"0",81941,"Lawyer","0","No","0",0,"No","no","No","F",1,5,"Urban",10
"7741","1",2883,59,24580,0,"Pickup","Private","1","PhD",276908,"0",85596,"Doctor","0","Yes","2",8209,"No","no","No","F",4,53,"Urban",17
"7742","0",0,31,21950,1,"Van","Commercial","1","No High School",223021,"1",89640,"Manager","0","Yes","3",4797,"No","yes","No","M",6,45,"Urban",9
"7743","0",0,33,3480,0.55,"Sports Car","Private","0","No High School",118722,"2",13843,"Clerical","0","Yes","0",0,"No","no","No","F",9,26,"Rural",13
"7744","0",0,35,16670,1,"Van","Commercial","1","Bachelors",349837,"1",116733,"Manager","0","Yes","1",10623,"No","yes","No","M",6,49,"Urban",15
"7745","1",1005.2143787,38,3430,0,"SUV","Private","0","Bachelors",0,"0",0,"Student","0","Yes","1",0,"No","no","Yes","F",6,53,"Urban",0
"7746","0",0,44,8880,1,"Pickup","Private","1","No High School",0,"0",29819,"Clerical","0","No","0",7536,"No","yes","No","M",10,26,"Urban",12
"7747","0",0,30,31460,0,"Panel Truck","Commercial","2","No High School",119932,"3",18972,"Blue Collar","0","No","4",588,"Yes","yes","No","M",6,29,"Urban",13
"7748","0",0,43,12190,1,"Minivan","Private","0","High School",170273,"1",41720,"Clerical","1","Yes","0",0,"No","no","No","F",6,37,"Urban",12
"7749","1",6319,29,13900,0,"Minivan","Commercial","3","High School",0,"4",0,"Student","0","Yes","9",3682,"No","yes","No","M",1,11,"Urban",0
"7750","0",0,22,3700,0,"Sports Car","Private","1","Masters",121949,"2",23452,"Lawyer","0","Yes","8",5678,"No","yes","No","F",6,34,"Urban",10
"7751","0",0,53,9560,1,"SUV","Private","0","Bachelors",246460,"0",59781,"Home Maker","0","Yes","2",0,"No","no","No","F",7,50,"Urban",13
"7752","0",0,38,11310,0,"Pickup","Commercial","0","Bachelors",206738,"2",60107,"Professional","0","No","0",0,"Yes","no","No","M",1,33,"Rural",10
"7753","0",0,47,6200,0,"Pickup","Commercial","0","Bachelors",193459,"0",53420,"Professional","0","Yes","3",0,"No","no","Yes","M",10,27,"Urban",13
"7754","0",0,55,26960,0,"Panel Truck","Commercial","1","Masters",0,"0",81446,"Manager","0","Yes","0",10284,"No","yes","No","M",1,36,"Rural",13
"7755","0",0,42,8860,0,"Pickup","Commercial","0","Bachelors",143819,"1",31570,"Blue Collar","0","Yes","0",0,"No","no","No","M",6,13,"Urban",15
"7756","0",0,57,12900,1,"Minivan","Commercial","0","Bachelors",197162,"0",43780,"Blue Collar","0","Yes","0",0,"No","yes","No","M",1,56,"Rural",13
"7757","0",0,47,9400,1,"Pickup","Commercial","3","No High School",171859,"0",31984,"Blue Collar","0","Yes","5",6136,"No","yes","No","M",4,25,"Urban",12
"7758","0",0,31,10840,0,"SUV","Private","0","Bachelors",241054,"3",62412,"Manager","0","Yes","0",0,"No","no","No","F",10,42,"Urban",4
"7759","0",0,58,12340,0,"Minivan","Private","0","Masters",279277,"0",84376,"Lawyer","0","Yes","0",0,"No","no","No","M",1,23,"Urban",13
"7760","0",0,47,10730,1,"SUV","Commercial","1","High School",175420,"0",45261,"Blue Collar","0","Yes","0",3036,"No","no","No","F",6,43,"Urban",14
"7761","0",0,48,6300,0,"Pickup","Private","4","Bachelors",283771,"0",79356,"Manager","0","Yes","3",3790,"No","no","No","M",1,26,"Urban",11
"7762","1",5996,39,22810,0,"Pickup","Commercial","0","PhD",0,"3",0,"Home Maker","2","No","0",0,"Yes","no","Yes","F",1,30,"Urban",0
"7763","0",0,36,13070,1,"SUV","Private","2","No High School",136943,"0",23232,"Clerical","0","Yes","5",49011,"No","no","Yes","F",1,57,"Urban",10.92
"7764","0",0,39,14710,1,"Minivan","Private","0","Bachelors",244764,"0",93077,"Professional","0","Yes","0",0,"No","yes","No","M",1,29,"Rural",14
"7765","1",12536.315019,36,19050,0,"Minivan","Private","0","Bachelors",0,"2",88236,"Professional","1","No","5",0,"Yes","no","Yes","F",1,20,"Urban",8
"7766","1",4979,46,22610,0,"Panel Truck","Commercial","2","Bachelors",139416,"0",41077,"Professional","0","Yes","3",2161,"No","yes","No","M",9,26,"Urban",6
"7767","0",0,52,22480,0,"Minivan","Private","0","PhD",430785,"0",161142,"Doctor","0","No","1",0,"No","no","No","F",7,41,"Urban",10
"7768","1",1102,46,27620,0,"Pickup","Commercial","0","Bachelors",162891,"0",50272,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,55,"Urban",14
"7769","1",5007,30,8850,0,"Pickup","Private","2","High School",150500,"1",43453,"Clerical","0","Yes","5",31658,"No","yes","Yes","M",8,49,"Urban",12
"7770","0",0,53,10850,0,"Minivan","Private","0","High School",194669,"0",40473,"Clerical","0","No","0",0,"No","yes","No","M",11,27,"Urban",11.15
"7771","1",4167,56,8900,0,"SUV","Private","2","Bachelors",0,"0",68485,"Professional","0","No","7",6281,"No","no","No","F",6,62,"Urban",14
"7772","0",0,52,30160,0,"Pickup","Commercial","0","Bachelors",184637,"1",46464,"Professional","1","No","3",0,"Yes","no","No","F",6,44,"Rural",10.555
"7773","1",2493,47,9640,0,"Pickup","Commercial","2","High School",0,"0",34362,"Blue Collar","0","No","7",33018,"No","no","Yes","M",6,28,"Urban",9
"7774","0",0,33,17970,0,"Minivan","Private","2","High School",0,"3",9157,"Student","0","Yes","4",5548,"No","no","No","F",6,35,"Urban",15
"7775","1",3780,52,9800,0,"Minivan","Commercial","3","Bachelors",240387,"0",72632,"Blue Collar","0","No","0",30167,"No","yes","Yes","M",1,19,"Urban",12
"7776","0",0,37,14400,0.395,"Minivan","Private","0","High School",0,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",4,54,"Rural",0
"7777","0",0,44,10630,0,"Pickup","Private","1","Masters",0,"0",68770,"Manager","0","No","0",8924,"No","yes","No","M",1,23,"Urban",8
"7778","0",0,45,33160,0,"Van","Commercial","0","Masters",189813,"3",60945,"Manager","0","Yes","0",0,"No","no","No","F",1,27,"Urban",16
"7779","0",0,52,1670,1,"Sports Car","Private","0","High School",0,"0",1702,"Home Maker","0","Yes","0",0,"No","no","No","F",1,40,"Rural",13
"7780","1",78874.190563,57,37130,0,"Panel Truck","Commercial","4","PhD",342788,"2",119068,"Manager","1","No","2",7160,"Yes","no","No","M",6,60,"Urban",16
"7781","0",0,51,28290,0,"Pickup","Commercial","4","Masters",0,"0",54804,"Manager","0","No","3",6746,"No","no","No","F",1,26,"Urban",7
"7782","0",0,42,7920,0,"Pickup","Private","0","Masters",127123,"2",22155,"Lawyer","1","Yes","0",0,"No","yes","No","M",6,30,"Urban",15
"7783","0",0,41,14260,0,"SUV","Commercial","1","Bachelors",283152,"2",0,"Blue Collar","2","Yes","3",3712,"No","no","No","F",3,27,"Urban",13
"7784","0",0,42,12200,0,"SUV","Private","0","Masters",210955,"0",65037,"Lawyer","0","Yes","2",0,"No","no","No","F",3,9,"Urban",12
"7785","0",0,39,16230,0,"Minivan","Commercial","0","High School",0,"2",3612,"Student","0","No","2",0,"Yes","no","Yes","F",14,69,"Rural",12
"7786","1",3562,16,4270,0,"Minivan","Private","0","High School",74994,"3",11719,"Clerical","0","Yes","2",0,"No","yes","No","M",4,51,"Urban",11
"7787","0",0,46,16100,0.0749999999999999,"SUV","Private","0","Masters",346916,"0",100018,"Manager","0","Yes","0",0,"No","no","No","F",13,5,"Urban",12
"7788","0",0,43,9690,0,"Pickup","Private","0","Masters",256801,"0",69479,"Professional","0","Yes","2",0,"No","yes","Yes","M",4,53,"Urban",10
"7789","0",0,28,11440,1,"SUV","Private","0","High School",123109,"1",20852,"Home Maker","0","Yes","0",0,"No","no","No","F",4,5,"Urban",9.885
"7790","0",0,62,19540,0.18,"Pickup","Commercial","0","Bachelors",198919,"0",41444,"Professional","0","Yes","4",0,"No","yes","No","M",4,64,"Rural",14
"7791","0",0,50,20230,0,"SUV","Private","0","Bachelors",0,"0",24833,"Clerical","0","No","0",0,"No","no","No","F",12,38,"Rural",14
"7792","0",0,46,23270,0,"Minivan","Private","3","Masters",266348,"0",85384,"Manager","0","No","2",5462,"No","no","No","M",7,44,"Urban",6
"7793","1",4859,60,34800,0,"Panel Truck","Commercial","2","Masters",0,"0",135747,"Professional","0","No","0",3306,"No","no","No","M",13,21,"Urban",13
"7794","0",0,57,12370,0,"Minivan","Private","0","High School",167419,"0",0,"Blue Collar","0","Yes","0",0,"No","no","No","F",10,56,"Rural",15
"7795","0",0,41,13910,0.336,"Minivan","Private","0","High School",136808,"0",28803,"Clerical","0","Yes","0",0,"No","yes","No","M",6,21,"Rural",13
"7796","1",6042,39,11490,0,"Sports Car","Private","1","High School",163729,"1",22271,"Clerical","1","Yes","2",25260,"No","no","No","F",7,11,"Rural",15
"7797","0",0,53,33070,0,"Panel Truck","Commercial","0","PhD",539586,"0",242749,"Manager","0","Yes","0",0,"No","yes","No","M",6,27,"Urban",13
"7798","0",0,53,21190,0,"Van","Private","0","Masters",225278,"0",73714,"Lawyer","0","Yes","0",0,"No","yes","No","M",4,49,"Rural",15
"7799","0",0,38,20880,0,"Van","Commercial","0","Masters",391294,"0",148642,"Manager","0","Yes","0",0,"No","no","No","M",1,30,"Urban",6
"7800","0",0,45,11490,0,"SUV","Commercial","0","Bachelors",0,"1",32596,"Student","0","Yes","0",0,"No","no","No","F",11,39,"Urban",15
"7801","0",0,39,39520,0,"Van","Private","0","PhD",421956,"3",164047,"Manager","0","No","0",0,"Yes","no","No","F",7,16,"Urban",13
"7802","0",0,40,34050,0,"Panel Truck","Commercial","0","High School",203008,"0",58328,"Professional","0","Yes","2",0,"No","no","No","M",1,46,"Urban",11.3394444444444
"7803","0",0,53,14880,0,"Minivan","Private","0","Masters",0,"0",30963,"Lawyer","0","No","2",0,"No","yes","No","M",1,29,"Rural",11
"7804","0",0,40,20290,1,"Pickup","Commercial","2","High School",156336,"0",33536,"Clerical","0","Yes","0",1365,"No","no","No","F",6,36,"Rural",7
"7805","1",7618.6466679,48,8020,1,"SUV","Commercial","1","High School",189120,"0",65240,"Blue Collar","0","No","0",846,"No","no","No","F",4,5,"Urban",11
"7806","0",0,53,23340,0,"Sports Car","Private","2","Bachelors",0,"0",67923,"Manager","0","No","0",21838,"No","no","No","F",1,54,"Urban",10.4169696969697
"7807","0",0,43,1500,1,"Sports Car","Private","0","No High School",119608,"0",300,"Home Maker","0","Yes","1",0,"No","no","No","F",4,44,"Rural",12
"7808","0",0,55,38230,0,"Minivan","Private","0","Masters",0,"0",123807,"Manager","0","No","1",0,"No","yes","No","M",1,36,"Urban",10
"7809","0",0,50,34250,0,"Pickup","Commercial","0","PhD",499296,"0",175098,"Manager","0","Yes","3",0,"No","no","No","F",7,44,"Urban",13
"7810","1",2738,47,6620,0,"Pickup","Commercial","3","High School",0,"0",0,"Student","0","Yes","1",4093,"No","yes","No","M",1,33,"Urban",0.699999999999995
"7811","1",4941,48,14140,1,"SUV","Private","3","High School",167105,"0",51920,"Professional","0","Yes","0",40023,"No","no","Yes","F",1,31,"Urban",12
"7812","0",0,41,5600,1,"SUV","Private","3","High School",0,"3",52073,"Clerical","0","No","5",2405,"Yes","no","No","F",6,25,"Urban",12
"7813","1",1842,40,13780,0,"SUV","Commercial","3","Bachelors",0,"0",82813,"Blue Collar","0","No","0",8593,"No","no","No","F",11,51,"Urban",7
"7814","0",0,42,23300,0,"Panel Truck","Commercial","1","PhD",382673,"0",131050,"Manager","0","No","3",958,"No","yes","No","M",6,30,"Urban",12
"7815","0",0,40,10940,0,"Pickup","Commercial","0","High School",0,"0",17885,"Student","0","No","1",0,"No","no","No","M",11,54,"Rural",6
